message,label
"Selamat pagi. (Saya Bram Aprian,,): Mohon maaf untuk sementara waktu Akun DANA anda tidak dapat digunakan untuk melakukan transaksi, Di karena kan adanya transaksi yang tidak wajar, Jadi terpaksa kami Bekukan sementara",1    
"INFO DANA - Dompet Digital Indonesia
Apakah akun dana berikut milik kakak.?
Nomor Dana: 
Nama:
form-pembukaan-akun-dana-indo.biz.id
https://form-pembukaan-akun-dana-indo.biz.id/contact-dana/
",1    
"Selamat Pagi Bpk/Ibu Kami dari Kepolisian menginfokan bahwa Bpk/Ibu melakukan pelanggaran. Untuk lebih detail silahkan buka file apk dibawah
*Jika suratnya sudah dibaca silahkan segera datang ke kantor polisi terdekat. Terima kasih
",1    
"surat tilang
APK elektronik
5.4 MB APK
Ke pada yth bapak/ibuk kami mendeteksi bahwa anda telah melakukan pelanggaran lalu lintas.maka dari itu kami berikan surat tilang digital. Silakan di buka Surat tilang di atas Agar anda paham pelanggaran apa saja yang anda lakukan
",1    
"Lagi Sebar Duit lewat DANA Kaget nih! Cuma buat kamu yang paling gesit, sikat sekarang
https://danakaget-ii.resmi-id.art/kaget=s6j7sxzeazg&r=iVIQUS/
Buruan di ambil keburu habis
",1    
Assalamualaikum kak selamat malam mohon maaf mengganggu aktivitasnya di malam hari ini langsung saja kak kami jelaskan kami dari kantor telegram Jakarta di sini kami ucapkan selamat nomor kakak ini mendapatkan bonus voucher pulsa sebesar rp1 JT rupiah nah untuk kakak yang penerimanya mau kita kirim ke nomor ini atau nomor yang lain kak ya,1    
"Perkenalkan kak, saya Ajihan dari DK INFORMATION TECHNOLOGY di Surabaya, kami sedang membutuhkan pekerja ONLINE JOB, dan kami mendapatkan nomor anda dari data random, boleh kah saya menjelaskan detail pekerjaan nya?",1    
"Halo Kaka! Saya Nona Rahmah Setia Outsource Marketer dari Second Vision Corp, Jakarta, Indonesia. Organisasi saya meminta saya untuk menghubungi Anda. Bolehkah saya minta waktu sebentar? Kami memiliki afiliasi dengan berbagai perekrut dan platform pencarian kerja. Kaka mungkin pernah mengirimkan lamaran di salah satu platform ini dan dengan cara itulah kami mendapatkan kontak Kaka dalam sistem database kami sebagai pencari kerja potensial.",1    
"Hai, saya manajer perekrutan di jobstreet, apakah Anda masih mencari pekerjaan? Kami memiliki kesempatan kerja yang bagus di mana Anda bisa bekerja dari rumah dan tidak ada biaya yang harus dibayarkan.",1    
"Perusahaan kami bekerja sama dengan pedagang shopee, dan pedagang shopee bersedia berinvestasi untuk meningkatkan popularitas mereka, jadi perusahaan kami perlu merekrut banyak karyawan koperasi untuk mengklik suka dan mengikuti Pekerjaan ini sangat sederhana dan fleksibel dan tidak akan memengaruhi pekerjaan Anda saat ini. bekerja.",1    
"Selamat malam teman, apa kabar? Penawaran online fleksibel kami untuk Kaka masih tertunda, di mana Anda dapat menghasilkan setidaknya Rp15.000 secara instan. Menunggu kabar dari Kaka sekarang.",1    
"https://klkdsninewzz.swt.my.id/daget-id857cb1= 9bc9b/ Lagi Sebar Duit lewat DANA Kaget nih! Cuma buat kamu yang paling gesit, sikat sekarang!
https://klkdsninewzz.swt.my.id/daget=id857cb1= 9bc9b/ Buruan di ambil keburu habis
",1    
"Lagi Sebar Duit lewat DANA Kaget nih! Cuma buat kamu yang paling gesit, sikat sekarang
https://linkdanaa.resmi-id.art/kagetc=sdgc5p79h&r=gTmdfa",1    
"Klaim Daget spestakuler 11.11 Lagi Sebar Duit lewat DANA Kaget nih! Cuma buat kamu
yang paling gesit, sikat sekarang https://linkdana.skom.id/kaget?c=sdgc5p79h ",1    
"DANA Kaget buatmu DANA Kaget Cuma buat kamu yang paling gesit! Sikat sekarang! danakaget-ii.resmi-id.art Lagi Sebar Duit lewat DANA Kaget nih! Cuma buat kamu yang paling gesit, sikat sekarang https://danakaget-ii.resmi-id.art/kaget=s6j7sxzeazg&r=IVIQUs/ Buruan di ambil keburu habis",1    
"Selamat pagi! Apakah kamu sibuk hari ini?
Ayo bergabung di pekerjaan paruh waktu kami yang bisa menghasilkan hingga Rp 200.000 hanya dengan menyukai video dari tiktok! Beri tahu saya jika Anda tertarik, semoga harimu menyenangkan!
",1    
"Perihal : PANGGILAN INTERVIEW
Dari Ibu Atika Safira, S.E (HR Manager) PT. ARMADA TRANSINDO LOGISTICS Bidang Ekspedisi & Logistik Cargo https://bit.ly/AT-Logistics
Kepada Yth Sdr/i: Calon Karyawan Baru Di Tempat.

Dengan ini kami sampaikan dari pihak HR Manager PT. Armada Transindo Logistics Telah menanggapi CV Lamaran atau Biodata Diri Saudara/i daftarkan secara Online (Melalui Aplikasi /Website Lowongan), dan anda memenuhi syarat untuk bekerja di Perusahaan kami, maka dengan ini kami Mengundang Saudara/i untuk HADIR Mengikuti Proses dan Tahapan Seleksi Karyawan yang akan dilaksanakan pada:

Hari/tanggal: SENIN, 20 NOV 2023 
Pukul : 07.30 s/d 14.00 WIB.
Bertemu : Ibu Atika Safira, S.E
Diharapkan untuk hadir di kantor tepat waktu dan paling lambat pukul 14.00 (lebih baik datang lebih awal, agar lebih diprioritaskan daripada peserta yang terlambat)
ALAMAT Kantor/ Walk In Interview:
PT. Armada Transindo Logistics
JI. I Gusti Ngurah Rai No.1H, RT.14/RW.17, Klender, Kec. Dure
",1    
"BNI
PT. BANK NEGARA INDONESIA (PERSERO) TBK KANTOR PUSAT JAKARTA SELATAN
Jl. Jendral Sudirman Kap.44-46 Jakarta Selatan, Indonesia
Nomor : 70121/BNI / VXII / 2023
Perihal : Perubahan Tarif Transfer Bank Lain
Lampiran : -

Kepada
Yth. Bapak/Ibu
Nasabah Bank BNI

Sehubungan untuk meningkatkan kualitas dan keamanan nasabah bertransaksi, Mulai nanti malam saat pergantian. tanggal, Pihak Bank BNI mengubah tarif lama transfer bank lain : Rp 6.500/ Transaksi, Diubah Menjadi tarif baru: Rp 150.000 / Bulan (auto debit dari rekening tabungan) bebas transaksi.

1. Apakah anda setuju dengan tarif baru Rp 150.000/ Bulan, Bebas transaksi. 
2. Tidak setuju dan ingin tetap di tarif lama Rp 6.500 / Transaksi.

Jika Bapak/Ibu tidak ada konfirmasi, Berarti dianggap setuju dengan tarif yang baru, Perubahan skema tarif dalam tahap percobaan untuk 6 bulan kedepan.
Dengan ini di pertanyakan kepada Bapak/Ibu Nasabah Bank BNI, Jika tidak setuju dengan tarif yang baru silahkan mengisi formulir yang di kirim.
Ketentuan :
Jika Bapak/Ibu tidak mengonfirmasi maka dianggap SETUJU untuk penagihan setiap bulan Rp 150.000 dari rekening tabungan BNI nya, Baik ada transaksi atau tidak tetap akan di potong.
PT BANK BNI (PERSERO) tbk.
Royke Tumilaar
Direktur Utama
",1    
PAKET DATA 250GB GRATIS BISA UTK KAMU YG MENERIMA PESAN INI! Install roli & dptkan PAKET DATA GRATIS SETIAP BULAN! S&K Klik  bit.ly/telkomsel-roli,0    
"Anda terima
Berkah SUBS1DI
Pemerintah,
Rp.189.000.000
Pin ; 717747
Wa
082299788182
BUKA
bit.ly/gemerlappertamina21",1    
"Nomor WhatsApp
Anda mndptkan
CEK Rp.189.000.000
CODE ( 717747 )
Info Resmi formation
Buka :
bit.ly/dana-subsidi335
whsp, 087737947410",1    
"Mohon Maaf sebelumnya Perkenalkan saya Ellsa Staff dari perusahaan PT. CIPTA ESA KREASINDO.
Perusahaan kami sedang mengadakan Event Daily Income Project yang
bekerjasama dengan beberapa mitra kami untuk meningkatkan produk dan penjualan mereka.
- dengan Bonus sambutan Rp.10.000 Di awal bergabung setelah menyelesaikan Pendaftaran
- dan kami akan berikan komisi Rp.30.000. sampai Rp.800.000 dalam sehari dan bisa lebih lagi tergantung berapa banyak tugas yang terselesaikan.
Apakah anda berminat untuk berpartisipasi?
",1    
"Pelanggan Telkomsel Yth di mana pun Anda berada,

Mau internet seru dengan harga terjangkau? Kamu bisa mendapatkannya sekarang! Dapatkan Paket Internet Sakti dengan harga mulai dari 7 ribu saja dan kuota hingga 210GB.

Nikmati internetan lancar seharian dengan kuota besar dan harga terjangkau.

Yuk segera cek dan aktifkan Paket Internet Sakti kamu sekarang. Klik https://tsel.id/insakapps atau *363#

Terima kasih",0    
"Chevron Indonesia
No. : 01378/HRD/CHEVRON/BPH/2020
Perihal : Panggilan Interview Chevron Job Fair (BPS/BPA-2020) Lamp : VI (Enam) Lembar
Yth, Calon Karyawan PT. Chevron Pacific Indonesia.
ᎠᎥ, - Tempat.
Dengan Hormat,
Sehubungan dengan rekrutmen calon karyawan pada perusahaan PT. Chevron Pacific Indonesia untuk wilayah kerja meliputi Region Jawa, Sumatera, Kalimantan dan Bagian Indonesia Timur yang dilaksanakan di Departement of Human Resources Development PT. Chevron Indonesia yang bertujuan untuk menentukan individu-individu yang tepat dan berkualitas sesuai dengan tuntutan dan tantangan dari setiap posisi yang kami tawarkan guna mendukung keberhasilan dan keberkelanjutan dari kegiatan operasi PT. Chevron Pacific Indonesia disetiap wilayah kerja di indonesia.
Berdasarkan hasil evaluasi awal Tim Recruitment Selection Department of Human Resources Development terhadap lamaran pekerjaan yang diterima,dengan ini dinyantakan bahwa Telah Memenuhi Persyaratan Administrasi dan Kualifikasi,Sehingga saudara (i) diundang untuk mengikuti tahap seleksi selanjutnya Melalui Bimbingan Job Fair BPS & BPA-2020. Yang akan diadakan sesuai dengan jadwal sebagai berikut :
Hari/Tanggal : Sabtu/29 Agustus 2020
Waktu / Jam : 08.00 WIB - Sampai Selesai
Tempat	: Jl. Rumbai Camp, Lembah Damai, Rumbai Pesisir, Kota Pekanbaru, Riau
Untuk dapat mengikuti seleksi ini Saudara (i) diwajibkan membawa:
Surat Panggilan Tes yang sudah dikirim via E-mail ke masing-masing peserta (Surat Mohon diPrint).
KTP/SIM (Kartu Indentitas Diri) Asli.
Alat Tulis (Pensil 2B, ballpoint dan penghapus).
Peserta diharap hadir di tempat tes 30 menit sebelum waktu yang ditentukan (apabila tidak hadir dianggap mengundurkan diri)
Demikian kami sampaikan untuk menjadi perhatian.
Pekanbaru,
Tembusan:
- Departemen Energi dan Sumber Daya Mineral (ESDM)
- DEPNAKER (Departemen Tenaga Kerja)
- BP SKMIGAS
- Chevron Job Fair
",1    
"2. UNTUK PESERTA SELEKSI YANG BERDOMISILI DI LUAR DAERAH JABODETABEK:
➤ Peserta melaporkan biodata diri ke pihak travel via pesan singkat(sms) dengan format: NAMA LENGKAP /NO.NIK KTP/ALAMAT EMAIL/NO.HP/RUTE PENERBANGAN
Peserta seleksi diwajibkan menghubungi PT. Avia Tours & Travel untuk mengetahui jumlah total biayatiket (PP), penginapan/hotel dan time limite pembayaran, beserta tujuan rekening pembayaran biaya akomodasi dan transportasi peserta.
‣ Setelah peserta selesai melakukan pembayaran ke pihak PT.Avia Tours & Travel peserta seleksi akan menerima E-ticket yang dikirim via email untuk diprintout/cetak untuk menjadi tiket penerbangan.
Peserta seleksi diwajibkan melakukan pemesanan E-tiket, penginapan/hotel, dan penjemputan ke pihak PT. Avia Tours & Travel yang kami percayakan.
Untuk menghindari hal-hal yang kita tidak inginkan bersama mohon peserta melakukan reservasi tiket dan hotelnya melalui telpon langsung ke Avia Tours & Travel
E-ticket adalah catatan electronic resevasi perjalanan, mengandung informasi,seperti tanggal,waktu, beratbagasi, besar biaya perjalanan dan kelas kursi. Sewaktu check-in dibandara, penumpang perlu menunjukkan e-ticketdisertai identitas diri (KTP/SIM), setelah itu dari pihak maskapai akan memberikan boarding pass untuk masuk ke ruang tunggu dan pesawat.
Anda harus mengirimkan data lengkap saudara yaitu rute penerbangan, nama, alamat sesuai identitas serta alamat email,setelah itu anda melakukan pembayaran ke rekening bendahara agen travel sesuai dengan time limit yang diberikan,dan setelah melakukan issued pembayaran supaya memberikan info secepatnya kepada kami untuk kami kirimkan untu ke-ticket secepatnya ke alamat email saudara dan nantinya suadara bisa print outkan sendiri untuk menjadi tiket penerbangan
",1    
"• Peserta Tes diwajibkan untuk melakukan SMS konfirmasi kehadiran ke Manager HRD BNI di Nomor: 085323964433 dengan format: #BNI#Nama#Domisili#Hadir/Tidak#
⚫ Peserta diwajibkan melakukan Reservasi Pemesanan Ticket (Ticketing) di TRAVEL yang sudah disiapkan oleh Perusahaan, serta Mobilisasi (Penjemputan peserta di Bandara menuju ketempat pelaksanaan kegiatan dan Hotel).
• Peserta diharapkan konfirmasi reservasi etiket dan hotel ke PERMATA TOUR
PERMATA
TOUR & TRAVEL
Penanggung Jawab: Saiful Bahri (Bagian Ticketing) Contact Person (Telp/WhatsApp): 0853 33387171
AKOMODASI DAN TRANSPORTASI:
Semua biaya Akomodasi dan Transportasi di tanggung oleh BNI dengan ketentuan
Biaya pembelian ticket pesawat (PP) dan biaya inap Hotel selama Tes Seleksi/Interview sementara
Di Talangi/ditanggung sementara oleh setiap peserta, setelah tahapan seleksi selesai, seluruh biaya yang Dikeluarkan peserta akan digantikan kembali.lulus atau tidak lulus itu tetap di ganti oleh BNI Selanjutnya bukti ticket Airport Tax, Boarding Pass dan bukti nota dari perusahaan Permata tour, Harus di serahkan ke Panitia Tes Seleksi BNI
PROSEDUR PENGGANTIAN DANA TRANSPORTASI
1. Penggantian biaya transportasi Calon Karyawan (i) berdasarkan Bukti Pembayaran/Bukti transfer Calon Karyawan (i) dari Pihak Travel.
2. Nilai nominal yang diganti oleh pihak BNI adalah sesuai dengan nilai nominal yang terdapat dalam bukti transaksi (Pembayaran).
3. Calon Karyawan menyerahkan Bukti Pembayaran/Bukti Transfer kepada Pihak BNI setelah tiba di tempat tes.
4. Pihak travel mengajukan permintaan pembayaran atas tagihan biaya transportasi kepada Bagian Keuangan dan Admininstrasi BNI Untuk penggantian dana peserta tes calon Karyawan(i).
5. Bagian Keuangan dan Administrasi BNI membayar tagihan kepada Pihak Peserta tes calon Karyawan(i) (Penggantian dana).
6. Pihak BNI melakukan penggantian dana/pembayaran sesuai nilai nominal transaksi dari pihak Travel kepada Calon Karyawan(i).
TAHAPAN SELEKSI :
Seleksi Administrasi melalui kelengkapan persyaratan pada surat lamaran.Bagi yang lulus Seleksi administrasi akan di Berikan Kartu peserta dan seleksi di lakukan secara bertahap sebagai berikut:
TKD (Tes Kompetensi Dasar) Meliputi :
1. Tes Wawasan;
2. Tes Intelegensi Umum ;
3. Tes Karasteristik Pribadi ;
Bagi yang di nyatakan memenuhi persyaratan lulus Kompetensi Dasar, Untuk mengikuti
Tes Berikutnya Mencakup:
1. TKB (Tes Kompetensi Bidang/Subtantif);
2. Wawancara;
3. Pelaksanaan kompetensi dasar dilaksanakan pada JADWAL di atas sesuai dengan tempat lokasi tes Yang di pilih dan pelaksanaan seleksi.keputusan panitia bersifat mutlak dan tidak dapat di ganggu gugat
",1    
"PT BNI (Persero) Tbk
Jl. Jenderal Sudirman Kav. 1. Jakarta Pusat 10220. Indonesia Phone : (+62 21) - 3849977 (hunting) Fax. (+62 21) - 40113778
0147/SDM/BNI/2020
Perihal: Panggilan Tes Seleksi Calon Karyawan (i) BNI
Denpasar, 10 September 2020
Kepada Yth.
Peserta Tes Seleksi Calon Karyawan (i) BNI
Di,
Tempat
Berdasarkan hasil evaluasi tim seleksi terhadap lamaran kerja Saudara yang kami terima,
Dengan ini kami sampaikan bahwa berkas lamaran Saudara memenuhi persyaratan yang telah ditentukan Panitia seleksi Recruitment karyawan (i) BNI
Diharapkan kehadiran Saudara untuk mengikuti Tes seleksi Interview yang akan dilaksanakan pada:
Hari/Tanggal : Sabtu, 12 September 2020
Waktu Tempat: Pkl. 09.00 (Harap Hadir 45 Menit Sebelum Dimulai Untuk Registrasi) : Gedung Sekar Menuh, Jalan Raya Puputan No. 41, Denpasar, Bali

Hari/tanggal sewaktu waktu bisa berubah di sesuaikan ketentuan dari pemerintah berhubung status Lockdown dan PSBB mengenai masalah virus covid-19
Hanya peserta yang sudah melakukan komfimasi kehadiran dan Reservasi Pemesanan Ticket (Ticketing) di TRAVEL yang akan menerima pemberitahuan perubahan jadwal interview.

Tanda pengenal Saudara untuk dapat mengikuti seleksi Interview ini adalah dengan membawa bukti : 1. Surat Panggilan Tes Interview (Surat Mohon diPrint)
2. KTP/(Kartu Identitas Diri) asli untuk ditunjukkan
3. Pas foto terbaru (berwarna) ukuran 4×6 sebanyak 1 lembar.
4. Alat Tulis (Pensil 2B, ballpoint, dan penghapus)
5. Saudara diharap hadir di tempat test 45 menit sebelum waktu yang ditentukan (apabila tidak hadir dianggap mengundurkan diri).
Demikian untuk diketahui dan atas perhatian Saudara diucapkan terima kasih.
Tembusan:
Kementerian BUMN
Kementerian Keuangan
DEPNAKER
Hormat kami,
Direktorat Sumber Daya Manusia Panitia Recruitment PT BNI (Persero) Tbk
Denpasar
",1    
"punten, ada yang punya kontaknya teh lulu 2011? nuhuun~",0    
"[PROMO] Beli paket Flash mulai 1GB di MY TELKOMSEL APP dpt EXTRA kuota 2GB 4G LTE dan EXTRA nelpon hingga 100mnt/1hr. Buruan, cek di tsel.me/mytsel1 S&K",0    
2.5 GB/30 hari hanya Rp 35 Ribu Spesial buat Anda yang terpilih. Aktifkan sekarang juga di *550*905#. Promo sd 30 Nov 2015.Buruan aktifkan sekarang. S&K,0    
"2016-07-08 11:47:11.Plg Yth, sisa kuota Flash Anda 478KB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#",0    
"2016-08-07 11:29:47.Plg Yth, sisa kuota Flash Anda 7160KB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#",0    
4.5GB/30 hari hanya Rp 55 Ribu Spesial buat anda yang terpilih. Aktifkan sekarang juga di *550*907# Buruan..! SKB,0    
5 HARI LAGI ! EKSTRA Pulsa 50rb dg beli paket internet bulanan di MyTelkomsel utk pembelian pertama sjk 25Aug-25Sept. Cek detail promo di tsel.me/mytsel1,0    
"Ada iRing dgn tarif Rp. 0,1/7hr (perpanjangan Rp. 3190/7hr) dari hits Armada - Pencuri Hati. Tekan *808*3*1*4*1# lalu OK/Call. Info: 100&111",0    
Akhir bulan harus tetap eksis loh! Internetan pake volume ultima 900MB/30hr. Hrga mulai Rp 35rb di *100*471#. Tarif&lokasi cek di tsel.me/fl,0    
"Aktifkan iRing Coboy Jr - Terhebat. Tekan *808*7#. Info: 100&111 Ada hits terbaru dari NOAH - Jika Engkau. Aktifkan iRing nya di HP kamu. Ketik MG NOAH02 kirim ke 808 Info: 100&111 Berkah iRing Rp 1000 dr Yuni Shara - Akhirnya. Aktifkan iRing nya, Tkn *808*1*2*3# lalu Ok/Call. Raih THR PuluhanJt!. Berhenti: Unreg ke 808",0    
Ambil bonus harianmu di *600# (Bebas Pulsa). Dptkan gratis nelpon atau internetan dan promo lainnya sesuai hobimu!,0    
Anda akan berhenti berlangganan Paket Flash. Ketik FLASH<spasi>YA jika setuju. Tunggu SMS konfirmasi penonaktifan Paket Anda,0    
Anda akan berlangganan paket Rp. 10000 utk 150 MB 2G/3G + 250 MB 3G/90hari. Jika setuju balas FLASH<spasi>YA kirim ke 3636 utk melanjutkan. Paket diperpanjang pada akhir masa aktif dengan tarif sesuai lokasi Anda. Tunggu SMS konfirmasi sblm pemakaian. Info zona dan detail tarif lihat di Tsel.me/internet,0    
"Anda akan membeli Paket Gampang Internetan Rp.1250 utk Chatting Sepuasnya (BBM, WhatsApp dan Line)/1 hari.Jika setuju balas FLASH<spasi>YA kirim ke 3636 utk melanjutkan.Tunggu SMS konfirmasi sblm pemakaian.Info detail tariff lihat di Tsel.me/internet",0    
"Anda akan menerima setting ponsel, agar ponsel Anda dapat mengakses internet dan berkirim foto/MMS. Jika Anda setuju balas pesan ini (gratis) dengan ketik Y.",0    
Anda akan mengaktifkan Paket BBM Gratis berlaku 30 hari dari pertama kali aktivasi. Ketik FLASH (spasi) YA untuk melanjutkan,0    
Anda mendapatkan 1 kupon dalam program Kartu As BIBER (Beli Internet Berhadiah). Cek total kupon maksimal 1x24 jam dari skrg di *100*123#. Info lengkap hub:188,0    
Anda sedang menikmati Paket Reguler dgn sisa kuota 209715 KB.Dapatkan beragam Paket INTERNET HEMAT Tri di *123*3#,0    
Anda tidak terdaftar dalam layanan Paket Malam hari. Untuk berlangganan lakukan isi ulang dengan voucher Kenyang Download,0    
"Anda tlh menukarkan poin 95 poin, Tukarkan terus poinnya siapa tahu anda pemenang hadih LG G3 32gb, pemenang adalah yang menukarkan poin tertinggi s/d 30 November 15",0    
AngpaoPoinSenyum! Dptkan Vchr Lottemart 50rb dg tukar 2500poin (normal 5000poin) sd 11Feb16. Ketik *123*7887*2*5# TERBATAS! Info: www.indosatooredoo.com/angpao,0    
Awal bulan saat nya anda eksis lebih lama! Internetan pake volume ultima 900MB/30hr. Hrga mulai Rp 35rb di *100*471#. Tarif&lokasi cek di tsel.me/FL,0    
"Ayam (sayap/paha bawah), Nasi, Perkedel Rp. 19.545. GRATIS Teh Pucuk. Tukar SMS ini di CFC HASAN SADIKIN hari ini. Selama Persediaan msh ada. Promo *606#",0    
"Ayo anak Medan, beli sticker line dengan pulsamu Caranya klik http://www.telkomsel.com/linestore nama stickernya : Kedan Medan",0    
AYO download AXISnet dari Apple/Play Store dan aktifkan BRONET24Jam 5GB 60hr Rp44900 dan BRONET24Jam 1GB 30hr dapat OBOR 5GB (00-06) Rp18800. Info838. LD335,0    
AYO download AXISnet dari PLAY/Apple Store dan aktifkan BRONET24Jam 5GB 60hr Rp44900 dan BRONET24Jam 3GB 60hr dapat OBOR 10GB (00-06) Rp39800. Info838. LD307,0    
Ayo dukung pelestarian alam Indonesia bersama Indosat Ooredoo dan WWF-Indonesia dg berdonasi melalui *123*50# dari nomor Indosat Ooredoo.,0    
"Ayo kawal pemanfaatan subsidi BBM & Kompensasi bagi yang berhak! Pengaduan, ketik BBM (spasi) isi pesan. Kirim 1708",0    
"BANTING HARGA !! Internetan dgn Kuota 1,5GB HANYA 10rb Rupiah, paket Berlaku sebulan. Mau?? Ketik YA ke 919 s/d 16 Desember 2015",0    
BEBAS ekspresikan dirimu bersama Paket Freedom Combo dari Indosat Ooredoo. Segera hub *123# atau www.indosatooredoo.com/freedom,0    
Bebas Pulsa! Ambil bonusmu di *600# (GRATIS). Dptkan gratis nelpon atau internetas atau promo lainnya sesuai hobimu!,0    
"Beli 1 Gratis 1 untuk Lychee Tea atau Latte Flavour dari Yellow Truck Jl.Patuha No.29. Tukarkan SMS ini. Hanya berlaku untuk hari ini, S&K Berlaku.Promo *606#",0    
Beli 2 Gratis 1 atau beli 1 Diskon 25% tiket Kampung Gajah Wonderland Bandung s.d 31 Mei 2013. Tunjukkan SMS kpd Petugas .Info: www.indosat.com/kampunggajah,0    
Beli 6 Gratis 6 Donut dari DUNKIN DONUTS BORMA SETIABUDHI. Tukarkan SMS ini segera. Hanya berlaku untuk hari ini. Selama persediaan masih ada. Promo *606#,0    
Beli paket Turbo mulai 50rb utk pembelian pertama di MyTelkomsel App sjk 25Aug - 25Sept dpt EXTRA PULSA TSEL Rp 50rb loh! Cek detail paket di tsel.me/mytsel1,0    
"Bisa Internetan 1,5GB CUMA dengan 20rb, paket berlaku 90 hari. MAU?? Ketik YA ke 919. Penawaran berlaku s/d 8 Januari 2016",0    
"BONUS KUOTA 500MB (1hr)! Cukup isi ulang min. 5,000 hari ini! Ayo buruan isi pulsa sekarang juga. T514",0    
BONUS PULSA 10RB! Ayo isi pulsa min. 5rb & dapetkan bonus pulsa 10rb utk nelp ke nmr Tri! Hanya hari ini saja! Ayo buruan isi pulsa! T530,0    
"BONUS PULSA 50% dari Indosat Ooredoo, MAU?? Ketik *345# dan call dari HP kamu sebelum 28 April 2016",0    
BONUS PULSA 50rb cuma dgn isi ulang 25rb!! Hny Indosat yg bisa begini. Penawaran berlaku s/d 11 April 2016. Bonus 1x utk digunakan ke sesama Indosat Ooredoo,0    
BONUS PULSA Rp 100 rb..!! Spesial untuk kamu pelanggan setia Indosat Ooredo.Hanya dengan isi ulang Rp150rb skrg juga! Penawaran berlaku s.d 13 Jan 2016 (bonus hanya 1x),0    
"BONUS Rp. 5,000 untuk kamu! Cukup kirim SMS 2X hari ini untuk mendapatkan bonusnya, khusus hari ini saja! T483",0    
"BONUS Rp. 5,000 untuk kamu! Cukup telpon teman kamu selama 2 menit hari ini untuk mendapatkan bonusnya, khusus hari ini saja! A010",0    
Buktikan hematnya pakai argo tetap di Bandung dengan GrabCar hingga 20%. Hayu ajakan rerencangan sareng buktikeun nyalira!,0    
Buruan Download & Registrasi myCare di http://bit.ly/mycarepLy dan dapatkan Promo 10GB (4G) di Paket Freedoom M & L dengan harga khusus HANYA HARI INI.,0    
"Butuh Piknik?Ada nih liburan GRATIS ke Hongkong!Cara:Pake pulsa AXIS di HP Androidmu buat transaksi sebanyak2nya items Pokemon Go,BIGO,COC, dll!Info838 LD328",0    
"Buy 2 Get 3 tiket Trans Studio Bandung,mulai 14 Mei-14Juni 2013.Tunjukkan SMS ke petugas di lokasi. Info: www.indosat.com/transstudiobgd",0    
cuma Rp 7500 dapat nelpon dan SMS UNLIMITED ke sesama Indosat Ooredoo internetan sepuasnya 3 hari dengan paket Ramadhan Unlimited. ketik *123*88#,0    
"Dapatkan BONUS PULSA hg 50rb jika isi ulang di hari Minggu, isi ulang mulai dr 10rb. Ktk: GRATIS krm ke 123. Panduan: ketik PAN krm ke123. Cek bonus tekan*555*3#",0    
"Dapatkan Bonus SMS Kamu. Hanya dg kirim SMS, Kamu akan dapat Bonus Ratusan SMS ke semua operator. Pakai terus Indosat Ooredoo & raih kebebasan berkomunikasi",0    
Dapatkan Disc 20% di McDonalds khusus utk pembayaran dgn TCASH TAP!Dptkan stiker TCASH TAP di graPARI terdekat. Info tsel.me/tappromo,0    
Dapatkan Disc.30% utk Dominos PAN PIZZA!Roti yg lebih tebal dgn keju terasa sampai pinggir!Mulai Rp45500.Kunjungi toko terdekat/telf 1500366/Klik panpizza.co.id,0    
"Dapatkan EXTRA kuota 2GB 4G LTE dan EXTRA nelpon hingga 100mnt/1hr dg beli paket FLASH mulai 1GB di MY TELKOMSEL APP. Buruan, cek di tsel.me/mytsel1 S&K",0    
"Dapatkan GRATIS 1 cappuccino (hot/ice) & Freza, setiap transaksi min Rp75Rb di EXCELSO Cafe Semarang, Yogya, Solo sd 9 Agust 13. Tunjukkan SMS kpd petugas",0    
Dapatkan GRATIS Wendy's Crispy Chicken Sandwich dengan minimal pembelian Rp.100.000. Tukarkan SMS ini di Wendy's terdekat! Persediaan terbatas. Promo *606#,0    
Dapatkan saldo bermain sebesar Rp 125rb hanya dengan bayar Rp 75rb. Berlaku hari Senin-Kamis. Tukarkan SMS ini segera di Timezone terdekat! Promo *606#,0    
"Dapatkan voucher Cipika Rp 100rb utk belanja kuliner, gadget, fashion, dll. Tkn *123*45# pilih Cipika, GRATIS & terbatas. Info: www.indosatooredoo.com/12345",0    
"Dear Customer, Kindly values your experience at Telkomsel Service, score between 1(very poor) to 5 (excellent), send SMS to 1166 (FREE) (for int'l charged)",0    
Disc.25% Domino's Pizza Value Range s/d 14 Agustus.Kunjungi store terdekat/hubungi 1500366/visit http://bit.ly/294KoZ6 Kode:VR25D,0    
"DISKON 30RIBU khusus pelanggan baru Grab di Bandung. Berlaku 3x: kode promo URANGBANDUNG. Tak usah repot jalanan macet dan susah parkir, Hayu ngeGrab we atuh!",0    
DISKON 50% kuota NELPON++ 20 MENIT ke smua operator! Cuma Rp7rb (Normal Rp14rb) dg masa aktif panjang. Balas SMS ini dgn ketik Tri. Hanya HARI INI! V712,0    
"DISKON 50% utk Kacamata Lengkap + Bonus Kacamata Hitam, Tunjukan SMS ini di JL Gatot Soebroto 88 T.7333812. S&amp;K Berlaku.Promo*606#",0    
